"Institution","City","State","ZIP","Highest_Degree","Region","Longitude","Latitude","Type","HBCU","HSI","Religious","Adm_Rate","Med_ACT","Enrollment","P_White","P_Black","P_Hispanic","P_Asian","P_Female","P_Pell","Med_Grad_Debt","Avg_Fac_Salary","Ret_Rate","Med_Grad_Earnings_4Y"
"Castleton University","Castleton","VT","05735","Graduate","New_England",-73.180842,43.608397,"Public","No","No","Yes",0.8051,24,1585,0.8057,0.0448,0.0391,0.0177,0.5388,0.3592,"24802",7348,0.6632,47106
"Champlain College","Burlington","VT","05401","Graduate","New_England",-73.202746,44.473287,"Private_non_profit","No","No","Yes",0.5568,28,3031,0.6991,0.06,0.096,0.0416,0.3837,0.2221,"26814",9739,0.7633,53509
"Middlebury College","Middlebury","VT","05753","Graduate","New_England",-73.176068,44.009117,"Private_non_profit","No","No","Yes",0.1269,34,2751,0.5609,0.0542,0.1203,0.0727,0.5325,0.1498,"13857",13224,0.9544,64971
"Saint Michael's College","Colchester","VT","05439","Graduate","New_England",-73.167069,44.494558,"Private_non_profit","No","No","No",0.8515,30,1200,0.8308,0.0283,0.055,0.0142,0.5292,0.1958,"26922",8646,0.7911,49265
"University of Vermont","Burlington","VT","05405-0160","Graduate","New_England",-73.196646,44.477325,"Public","No","No","Yes",0.5979,30,11326,0.8352,0.0093,0.0474,0.0273,0.6367,0.1437,"20951",10220,0.8874,52103
"Averett University","Danville","VA","24541","Graduate","Southeast",-79.413203,36.577287,"Private_non_profit","No","No","No",0.7603,20,1121,0.4897,0.2819,0.0446,0.0152,0.4737,0.425,"25000",6455,0.6256,47601
"Bridgewater College","Bridgewater","VA","22812-1599","Graduate","Southeast",-78.969007,38.378484,"Private_non_profit","No","No","No",0.9036,24,1379,0.6708,0.1182,0.074,0.0131,0.5185,0.3065,"26000",7196,0.7538,44294
"William & Mary","Williamsburg","VA","23187-8795","Graduate","Southeast",-76.708214,37.269489,"Public","No","No","Yes",0.335,33,6778,0.5987,0.0586,0.0903,0.1132,0.5829,0.1279,"18500",12549,0.9536,60143
"Regent University","Virginia Beach","VA","23464","Graduate","Southeast",-76.194627,36.801173,"Private_non_profit","No","No","Yes",0.3234,23,4281,0.4683,0.2609,0.1068,0.0173,0.6143,0.53,"24534",8356,0.7008,42896
"Christopher Newport University","Newport News","VA","23606-3072","Graduate","Southeast",-76.494364,37.062495,"Public","No","No","Yes",0.8535,26,4442,0.7395,0.0799,0.0759,0.0403,0.5351,0.1443,"25000",9974,0.8577,52077
"George Mason University","Fairfax","VA","22030-4444","Graduate","Southeast",-77.307063,38.83195,"Public","No","No","Yes",0.9,28,26447,0.3425,0.1194,0.1711,0.2307,0.49,0.3026,"19500",12945,0.8525,64695
"Hampden-Sydney College","Hampden-Sydney","VA","23943-0128","Bachelors","Southeast",-78.464216,37.240615,"Private_non_profit","No","No","Yes",0.3979,26,846,0.7849,0.0686,0.0626,0.0118,0.0035,0.1998,"26000",8732,0.8063,57097
"Hampton University","Hampton","VA","23668-0099","Graduate","Southeast",-76.339161,37.019944,"Private_non_profit","Yes","No","Yes",0.7447,22,2846,0.0102,0.9649,0.0084,0.0039,0.6539,0.1828,"25442",7437,0.7716,51933
"Hollins University","Roanoke","VA","24020","Graduate","Southeast",-79.943277,37.354201,"Private_non_profit","No","No","Yes",0.724,27,689,0.582,0.148,0.0943,0.0116,1,0.3619,"27000",7218,0.684,36244
"James Madison University","Harrisonburg","VA","22807","Graduate","Southeast",-78.870484,38.436311,"Public","No","No","Yes",0.7831,26,19968,0.7478,0.047,0.0763,0.057,0.5719,0.145,"20093",9995,0.8921,59609
"Longwood University","Farmville","VA","23909","Graduate","Southeast",-78.396987,37.297975,"Public","No","No","Yes",0.8779,20,3009,0.7225,0.1063,0.0651,0.0153,0.6923,0.2784,"25000",8506,0.7617,46499
"University of Lynchburg","Lynchburg","VA","24501-3113","Graduate","Southeast",-79.181653,37.399774,"Private_non_profit","No","No","No",0.9594,25,1543,0.7122,0.118,0.07,0.0162,0.6254,0.2974,"27000",8189,0.7619,48298
"University of Mary Washington","Fredericksburg","VA","22401-5300","Graduate","Southeast",-77.476055,38.302492,"Public","No","No","Yes",0.8579,28,3443,0.6454,0.0831,0.1214,0.0447,0.6247,0.2045,"20500",9093,0.8347,51635
"Norfolk State University","Norfolk","VA","23504-8000","Graduate","Southeast",-76.261375,36.848429,"Public","Yes","No","Yes",0.895,18,5328,0.0212,0.8515,0.0477,0.0026,0.6745,0.6305,"29000",9520,0.6985,43985
"Old Dominion University","Norfolk","VA","23529","Graduate","Southeast",-76.30666,36.886418,"Public","No","No","Yes",0.9514,24,18152,0.4222,0.3246,0.1022,0.0497,0.5497,0.3745,"24000",9705,0.7395,51100
"Radford University","Radford","VA","24142","Graduate","Southeast",-80.549728,37.136907,"Public","No","No","Yes",0.9334,22,5945,0.6476,0.1514,0.0908,0.0151,0.6256,0.3649,"24000",9068,0.6835,49262
"Randolph-Macon College","Ashland","VA","23005-5505","Bachelors","Southeast",-77.478416,37.76043,"Private_non_profit","No","No","No",0.8545,25,1476,0.752,0.086,0.0528,0.0224,0.5467,0.1913,"27000",8562,0.8134,48920
"Randolph College","Lynchburg","VA","24503-1555","Graduate","Southeast",-79.171887,37.437315,"Private_non_profit","No","No","Yes",0.9501,25,461,0.5813,0.2126,0.0781,0.0239,0.6074,0.3958,"26950",8249,0.6715,40848
"University of Richmond","University of Richmond","VA","23173","Graduate","Southeast",-77.538806,37.577393,"Private_non_profit","No","No","Yes",0.2437,33,3069,0.6008,0.0645,0.1013,0.0652,0.5376,0.1879,"21000",12946,0.9151,66219
"Roanoke College","Salem","VA","24153-3794","Bachelors","Southeast",-80.055467,37.294861,"Private_non_profit","No","No","No",0.7976,25,1801,0.8029,0.0511,0.0644,0.0189,0.5408,0.2571,"27000",7619,0.7355,48188
"Southern Virginia University","Buena Vista","VA","24416","Bachelors","Southeast",-79.35037,37.740368,"Private_non_profit","No","No","Yes",0.9945,21,1053,0.7322,0.0399,0.0893,0.0123,0.4739,0.4995,"24224",6313,0.6694,35398
"Sweet Briar College","Sweet Briar","VA","24595-9998","Graduate","Southeast",-79.081014,37.556725,"Private_non_profit","No","No","Yes",0.7575,26,451,0.6918,0.0843,0.0466,0.0266,1,0.3451,"27000",7218,0.6215,42709
"University of Virginia's College at Wise","Wise","VA","24293-4400","Bachelors","Southeast",-82.559656,36.970602,"Public","No","No","Yes",0.7557,22,993,0.7774,0.0977,0.0081,0.0131,0.5065,0.5899,"16750",8346,0.6972,41385
"Virginia Polytechnic Institute and State University","Blacksburg","VA","24061-0131","Graduate","Southeast",-80.423675,37.229012,"Public","No","No","Yes",0.5698,30,30339,0.5981,0.0596,0.0957,0.1229,0.4287,0.1502,"21500",12807,0.9095,70429
"Virginia Commonwealth University","Richmond","VA","23284-2512","Graduate","Southeast",-77.452697,37.54962,"Public","No","No","Yes",0.91,26,20552,0.4099,0.2078,0.1133,0.144,0.6352,0.305,"21500",11232,0.8478,52266
"University of Virginia-Main Campus","Charlottesville","VA","22903-2628","Graduate","Southeast",-78.503428,38.035665,"Public","No","No","Yes",0.1866,33,17103,0.5226,0.07,0.0714,0.178,0.5625,0.1375,"17500",16166,0.9694,74942
"Virginia Military Institute","Lexington","VA","24450-0304","Bachelors","Southeast",-79.437067,37.7896,"Public","No","No","Yes",0.7106,26,1512,0.7407,0.0675,0.082,0.0483,0.1336,0.1531,"22996",7966,0.8169,67028
"Virginia State University","Petersburg","VA","23806","Graduate","Southeast",-77.419026,37.234692,"Public","Yes","No","Yes",0.8972,16,4295,0.02,0.9148,0.0147,0.0033,0.596,0.6843,"26500",8600,0.7306,42796
"Virginia Wesleyan University","Virginia Beach","VA","23455","Graduate","Southeast",-76.18606,36.868417,"Private_non_profit","No","No","No",0.8143,28,1154,0.5043,0.247,0.104,0.0225,0.5849,0.3462,"27000",8648,0.6862,42435
"Washington and Lee University","Lexington","VA","24450-2116","Graduate","Southeast",-79.443018,37.788939,"Private_non_profit","No","No","Yes",0.1696,34,1861,0.7233,0.0398,0.0801,0.0398,0.5089,0.1039,"19500",13626,0.9752,79081
"The Evergreen State College","Olympia","WA","98505-0001","Graduate","Pacific",-122.977492,47.07382,"Public","No","No","Yes",0.7437,25,1799,0.6087,0.0534,0.1306,0.0345,0.6176,0.4607,"20500",8818,0.6538,35669
"Gonzaga University","Spokane","WA","99258-0001","Graduate","Pacific",-117.400625,47.666531,"Private_non_profit","No","No","No",0.6974,29,5018,0.6483,0.0114,0.1287,0.0664,0.5377,0.1431,"24454",10325,0.926,67424
"Northwest University","Kirkland","WA","98083-0579","Graduate","Pacific",-122.192763,47.657945,"Private_non_profit","No","No","No",0.9426,27,662,0.6239,0.0574,0.1375,0.0453,0.6511,0.2919,"20891",7318,0.8077,56008
"Pacific Lutheran University","Tacoma","WA","98447-0003","Graduate","Pacific",-122.440421,47.14516,"Private_non_profit","No","No","No",0.889,29,2253,0.5051,0.0413,0.1775,0.111,0.6316,0.3471,"22578",8573,0.7795,56325
"University of Puget Sound","Tacoma","WA","98416","Graduate","Pacific",-122.478982,47.26308,"Private_non_profit","No","No","Yes",0.8266,29,1712,0.6583,0.0298,0.1157,0.0678,0.5754,0.1779,"25000",10691,0.7873,50277
"Saint Martin's University","Lacey","WA","98503-7500","Graduate","Pacific",-122.816354,47.041068,"Private_non_profit","No","No","No",0.9504,22,1344,0.3765,0.0714,0.2247,0.1042,0.5982,0.3976,"22500",6943,0.7014,57646
"Seattle Pacific University","Seattle","WA","98119-1997","Graduate","Pacific",-122.361667,47.650214,"Private_non_profit","No","No","No",0.9071,24,2409,0.3981,0.0722,0.176,0.1544,0.675,0.342,"24000",8989,0.7896,57018
"Seattle University","Seattle","WA","98122-4340","Graduate","Pacific",-122.318851,47.608859,"Private_non_profit","No","No","No",0.8515,27,4033,0.3385,0.0533,0.146,0.2542,0.608,0.203,"19883",10234,0.818,68186
"Western Washington University","Bellingham","WA","98225-9008","Graduate","Pacific",-122.485734,48.737812,"Public","No","No","Yes",0.9269,27,13686,0.688,0.0203,0.108,0.0601,0.5721,0.2201,"18500",10876,0.7736,50111
"Whitman College","Walla Walla","WA","99362","Bachelors","Pacific",-118.331546,46.069815,"Private_non_profit","No","No","Yes",0.477,32,1472,0.6053,0.0265,0.0924,0.0618,0.5645,0.1391,"18437",9980,0.8826,47269
"Whitworth University","Spokane","WA","99251","Graduate","Pacific",-117.416714,47.753358,"Private_non_profit","No","No","No",0.9052,23,2037,0.6249,0.0265,0.1291,0.0417,0.5793,0.3,"25000",7781,0.7782,51191
"Alderson Broaddus University","Philippi","WV","26416-2035","Graduate","Southeast",-80.047728,39.158067,"Private_non_profit","No","No","No",0.6149,19,633,0.4961,0.2923,0.0774,0.0079,0.3902,0.5369,"26000",5597,0.5687,47509
"Bluefield State University","Bluefield","WV","24701-2198","Bachelors","Southeast",-81.239037,37.265732,"Public","Yes","No","Yes",0.9717,20,1244,0.7516,0.1527,0.0378,0.0032,0.5941,0.4663,"18250",6438,0.578,51706
"Concord University","Athens","WV","24712","Graduate","Southeast",-81.006696,37.423723,"Public","No","No","Yes",0.9139,19,1311,0.7956,0.0847,0.0092,0.0038,0.5782,0.4654,"18900",7128,0.5564,38176
"Davis & Elkins College","Elkins","WV","26241-3996","Bachelors","Southeast",-79.846022,38.931232,"Private_non_profit","No","No","No",0.7526,5,644,0.4472,0.0528,0.0357,0.0109,0.5916,0.4492,"27000",5621,0.7097,42574
"Fairmont State University","Fairmont","WV","26554-2470","Graduate","Southeast",-80.162433,39.483079,"Public","No","No","Yes",0.9849,20,2776,0.8501,0.0486,0.0094,0.0094,0.5713,0.3959,"21000",6791,0.629,45830
"Shepherd University","Shepherdstown","WV","25443","Graduate","Southeast",-77.804101,39.433071,"Public","No","No","Yes",0.9586,21,2325,0.708,0.0822,0.0813,0.0211,0.6116,0.329,"21600",7327,0.7039,47499
"West Virginia State University","Institute","WV","25112-1000","Graduate","Southeast",-81.765034,38.380541,"Public","Yes","No","Yes",0.9618,19,1362,0.6784,0.1703,0.0257,0.0051,0.5565,0.4847,"23338",6800,0.6113,39050
"West Liberty University","West Liberty","WV","26074","Graduate","Southeast",-80.602256,40.164417,"Public","No","No","Yes",0.7409,7,1648,0.8016,0.0382,0.0012,0.0055,0.6238,0.3649,"23250",7157,0.7088,40305
"West Virginia University Institute of Technology","Beckley","WV","25801","Bachelors","Southeast",-81.184072,37.775924,"Public","No","No","Yes",0.6458,21,1038,0.7486,0.0318,0.0337,0.0096,0.4085,0.3959,"22500",8108,0.5638,54180
"West Virginia Wesleyan College","Buckhannon","WV","26201-2994","Graduate","Southeast",-80.218969,38.990661,"Private_non_profit","No","No","No",0.9635,22,886,0.6964,0.14,0.0485,0.0113,0.5169,0.3671,"27000",6035,0.6689,47882
"West Virginia University","Morgantown","WV","26506","Graduate","Southeast",-79.954391,39.634371,"Public","No","No","Yes",0.8838,23,18370,0.8158,0.0317,0.0422,0.0165,0.5142,0.2272,"22500",11328,0.7899,54180
"Beloit College","Beloit","WI","53511-5595","Bachelors","East_North_Central",-89.029285,42.504022,"Private_non_profit","No","No","Yes",0.6586,28,921,0.4919,0.0934,0.1672,0.0315,0.5223,0.3232,"25738",7536,0.8241,39092
"Cardinal Stritch University","Milwaukee","WI","53217-3985","Graduate","East_North_Central",-87.909045,43.139752,"Private_non_profit","No","No","No",0.9258,18,526,0.3175,0.1654,0.1958,0.0228,0.6255,0.3937,"30571",6656,0.6346,54183
"Carroll University","Waukesha","WI","53186","Graduate","East_North_Central",-88.228114,43.004527,"Private_non_profit","No","No","No",0.7214,25,2689,0.749,0.0249,0.1101,0.0338,0.6746,0.234,"27000",8470,0.7478,55457
"Carthage College","Kenosha","WI","53140-1994","Graduate","East_North_Central",-87.820924,42.622969,"Private_non_profit","No","No","No",0.8183,24,2541,0.6879,0.0547,0.1547,0.0216,0.5577,0.2729,"26000",8553,0.7384,48664
"Concordia University-Wisconsin","Mequon","WI","53097-2402","Graduate","East_North_Central",-87.91552,43.253387,"Private_non_profit","No","No","No",0.7037,23,2556,0.6733,0.0912,0.0606,0.0536,0.6291,0.258,"25750",7370,0.7755,55173
"Lawrence University","Appleton","WI","54911","Bachelors","East_North_Central",-88.397822,44.261323,"Private_non_profit","No","No","Yes",0.7227,30,1411,0.6067,0.0397,0.112,0.0546,0.5386,0.2282,"26000",8558,0.875,37409
"Maranatha Baptist University","Watertown","WI","53094","Graduate","East_North_Central",-88.737016,43.195013,"Private_non_profit","No","No","No",0.7508,22,571,0.8529,0.0175,0.0595,0.014,0.5919,0.5762,"14143",3686,0.7563,34247
"Marian University","Fond Du Lac","WI","54935-4699","Graduate","East_North_Central",-88.420638,43.777411,"Private_non_profit","No","No","No",0.7155,20,1058,0.725,0.052,0.0926,0.017,0.6626,0.4186,"25000",5829,0.6514,53190
"Marquette University","Milwaukee","WI","53233","Graduate","East_North_Central",-87.927961,43.03903,"Private_non_profit","No","No","No",0.8721,28,7290,0.6737,0.0487,0.1565,0.0599,0.559,0.2004,"23940",10515,0.8947,66888
"Mount Mary University","Milwaukee","WI","53222-4597","Graduate","East_North_Central",-88.030732,43.072507,"Private_non_profit","No","Yes","No",0.6945,20,640,0.325,0.2094,0.3422,0.0719,1,0.658,"25288",6708,0.6526,42523
"Northland College","Ashland","WI","54806-3999","Bachelors","East_North_Central",-90.87476,46.579087,"Private_non_profit","No","No","No",0.6839,22,508,0.7224,0.0413,0.0886,0.0059,0.5295,0.3731,"25450",6759,0.7419,34260
"Saint Norbert College","De Pere","WI","54115-2099","Graduate","East_North_Central",-88.067812,44.44483,"Private_non_profit","No","No","No",0.8359,24,1784,0.8459,0.0174,0.0628,0.0174,0.5656,0.1688,"26731",8626,0.8185,48610
"Viterbo University","La Crosse","WI","54601-8804","Graduate","East_North_Central",-91.244297,43.803133,"Private_non_profit","No","No","No",0.7238,24,1456,0.8187,0.0536,0.0549,0.0172,0.7596,0.2238,"25000",6700,0.7586,59358
"University of Wisconsin-Whitewater","Whitewater","WI","53190-1790","Graduate","East_North_Central",-88.742368,42.835563,"Public","No","No","Yes",0.8238,21,8893,0.8118,0.0437,0.086,0.0189,0.4852,0.265,"23188",8278,0.7426,49056
"University of Wisconsin-Eau Claire","Eau Claire","WI","54701","Graduate","East_North_Central",-91.501906,44.798284,"Public","No","No","Yes",0.7662,24,9138,0.8667,0.0098,0.0379,0.0289,0.6016,0.1998,"20909",8367,0.8007,50755
"University of Wisconsin-Green Bay","Green Bay","WI","54311-7001","Graduate","East_North_Central",-87.919973,44.532298,"Public","No","No","Yes",0.8962,21,6305,0.7807,0.0259,0.0815,0.0387,0.6298,0.318,"18500",7272,0.6885,44071
"University of Wisconsin-La Crosse","La Crosse","WI","54601-9959","Graduate","East_North_Central",-91.23186,43.81568,"Public","No","No","Yes",0.7425,24,9137,0.8935,0.0048,0.0381,0.0227,0.5675,0.1619,"22500",7824,0.843,51173
"Wisconsin Lutheran College","Milwaukee","WI","53226-4699","Graduate","East_North_Central",-88.022718,43.036943,"Private_non_profit","No","No","No",0.9383,24,990,0.7364,0.0556,0.097,0.0131,0.5485,0.2592,"26000",6907,0.7482,51908
"University of Wisconsin-Oshkosh","Oshkosh","WI","54901","Graduate","East_North_Central",-88.549369,44.026206,"Public","No","No","Yes",0.8852,20,7812,0.7977,0.0284,0.062,0.0426,0.5749,0.2627,"21500",8002,0.6782,50232
"University of Wisconsin-Parkside","Kenosha","WI","53144","Graduate","East_North_Central",-87.855231,42.647718,"Public","No","No","Yes",0.7283,21,2969,0.6224,0.0751,0.2001,0.0293,0.5571,0.356,"20492",7855,0.7133,45996
"University of Wisconsin-Stout","Menomonie","WI","54751","Graduate","East_North_Central",-91.926653,44.873187,"Public","No","No","Yes",0.8631,22,6176,0.848,0.0144,0.0382,0.0334,0.4252,0.239,"23000",7770,0.719,53905
"University of Wisconsin-Superior","Superior","WI","54880-4500","Graduate","East_North_Central",-92.091007,46.717629,"Public","No","No","Yes",0.956,20,2021,0.7917,0.0223,0.0376,0.0114,0.6393,0.3402,"22500",6676,0.6647,42685
"University of Wisconsin-Madison","Madison","WI","53706-1380","Graduate","East_North_Central",-89.404098,43.075409,"Public","No","No","Yes",0.4906,29,35184,0.6249,0.0225,0.0752,0.0972,0.5308,0.1542,"20484",14140,0.9433,63244
"University of Wisconsin-Milwaukee","Milwaukee","WI","53211","Graduate","East_North_Central",-87.880488,43.076848,"Public","No","No","Yes",0.8632,21,17076,0.6419,0.0704,0.1422,0.0647,0.5403,0.3089,"23000",9192,0.718,51439
"University of Wisconsin-Platteville","Platteville","WI","53818-3099","Graduate","East_North_Central",-90.48622,42.733451,"Public","No","No","Yes",0.8543,23,5920,0.8959,0.0117,0.0446,0.0123,0.3684,0.2226,"21977",7531,0.7798,56488
"University of Wisconsin-River Falls","River Falls","WI","54022-5001","Graduate","East_North_Central",-92.622641,44.8534,"Public","No","No","Yes",0.8448,21,4327,0.871,0.0178,0.0388,0.027,0.6487,0.2347,"20500",8174,0.7286,47534
"University of Wisconsin-Stevens Point","Stevens Point","WI","54481-3897","Graduate","East_North_Central",-89.570934,44.529582,"Public","No","No","Yes",0.8905,22,6995,0.8609,0.0163,0.0436,0.0279,0.5645,0.3051,"21503",7398,0.7534,43857
"Stanford University","Stanford","CA","94305","Graduate","Pacific",-122.167359,37.429434,"Private_non_profit","No","No","Yes",0.0368,35,7761,0.2589,0.0737,0.1758,0.2635,0.5176,0.188,"12000",22538,0.9831,109840
"Purdue University-Main Campus","West Lafayette","IN","47907-2040","Graduate","East_North_Central",-86.914435,40.428206,"Public","No","No","Yes",0.527,31,38438,0.611,0.0247,0.0662,0.1262,0.4244,0.1417,"19500",13441,0.9047,65798
"New College of Florida","Sarasota","FL","34243-2109","Graduate","Southeast",-82.55858,27.384925,"Public","No","No","Yes",0.7541,26,669,0.6457,0.0404,0.1704,0.0419,0.6801,0.2975,"17375",8847,0.75,38347
"University of Washington-Bothell Campus","Bothell","WA","98011-8246","Graduate","Pacific",-122.191293,47.759773,"Public","No","No","Yes",0.8808,26,5166,0.294,0.1024,0.103,0.3581,0.451,0.2985,"14615",12224,0.8525,67468
